교과목(강의),교육과정,기수,교육시작일,교육종료일,강의만족도,순위
소통과 세대 공감,7·8급 승진자 역량향상 과정,3,2024-06-25,2024-06-28,4.69,500
보고서 실무,7·8급 승진자 역량향상 과정,3,2024-06-25,2024-06-28,4.6625,574
계약실무,7·8급 승진자 역량향상 과정,3,2024-06-25,2024-06-28,4.66,581
"시민재해분야(의무사항, 사례분석)",중대재해 예방 실무 과정,1,2024-06-25,2024-06-25,4.4537,959
"중대재해 처벌법의 이해·정의, 필요성, 법령해석",중대재해 예방 실무 과정,1,2024-06-25,2024-06-25,4.4441,966
산업재해분야(안전사고 예방교육 등 의무사항),중대재해 예방 실무 과정,1,2024-06-25,2024-06-25,4.4388,970
시민재해분야 법적 의무사항 안내,중대재해 예방 실무 과정,1,2024-06-25,2024-06-25,4.32,1709
시민재해분야 법령 해석 및 사례 분석,중대재해 예방 실무 과정,1,2024-06-25,2024-06-25,4.3025,1744
산업재해분야 법령 해석 및 사례 분석,중대재해 예방 실무 과정,1,2024-06-25,2024-06-25,4.22,1823
산업재해분야 법적 의무사항 안내,중대재해 예방 실무 과정,1,2024-06-25,2024-06-25,4.19,1853
계약실무,신규공무원 역량향상 심화 과정,4,2024-06-26,2024-06-28,4.7302,371
한글실무,신규공무원 역량향상 심화 과정,4,2024-06-26,2024-06-28,4.7083,433
e-호조 지출·회계 실무,신규공무원 역량향상 심화 과정,4,2024-06-26,2024-06-28,4.6936,476
공사감독 및 현장점검 요령,신규공무원 역량향상 심화 과정,4,2024-06-26,2024-06-28,4.6875,491
보조금 실무,신규공무원 역량향상 심화 과정,4,2024-06-26,2024-06-28,4.6786,511
보도자료 작성,신규공무원 역량향상 심화 과정,4,2024-06-26,2024-06-28,4.6759,521
행사실무,신규공무원 역량향상 심화 과정,4,2024-06-26,2024-06-28,4.6675,560
예산실무,신규공무원 역량향상 심화 과정,4,2024-06-26,2024-06-28,4.65,618
엑셀실무,신규공무원 역량향상 심화 과정,4,2024-06-26,2024-06-28,4.6406,619
보도자료 작성,신규공무원 역량향상 심화 과정,4,2024-06-26,2024-06-28,4.6275,687
예산실무,신규공무원 역량향상 심화 과정,4,2024-06-26,2024-06-28,4.6071,713
인사말 작성,신규공무원 역량향상 심화 과정,4,2024-06-26,2024-06-28,4.6,723
보고서 작성 실무,신규공무원 역량향상 심화 과정,4,2024-06-26,2024-06-28,4.5675,807
법률(규정) 해석,신규공무원 역량향상 심화 과정,4,2024-06-26,2024-06-28,4.5622,818
세계유산 가야고분군의 이해,가야사 바로알기 과정,2,2024-06-26,2024-06-28,4.5549,837
보고서 작성 실무,신규공무원 역량향상 심화 과정,4,2024-06-26,2024-06-28,4.5875,843
홍보템플릿 실무,신규공무원 역량향상 심화 과정,4,2024-06-26,2024-06-28,4.55,844
엑셀실무,신규공무원 역량향상 심화 과정,4,2024-06-26,2024-06-28,4.585,845
e-호조 지출·회계실무,신규공무원 역량향상 심화 과정,4,2024-06-26,2024-06-28,4.555,956
행사실무,신규공무원 역량향상 심화 과정,4,2024-06-26,2024-06-28,4.2625,1113
보조금 실무,신규공무원 역량향상 심화 과정,4,2024-06-26,2024-06-28,4.51,1136
홍보템플릿 실무,신규공무원 역량향상 심화 과정,4,2024-06-26,2024-06-28,4.455,1343
가야사에 대한 올바른 이해와 최신 연구성과 공유,가야사 바로알기 과정,2,2024-06-26,2024-06-28,4.455,1343
한글실무,신규공무원 역량향상 심화 과정,4,2024-06-26,2024-06-28,4.4525,1356
인사말 작성,신규공무원 역량향상 심화 과정,4,2024-06-26,2024-06-28,4.4325,1419
계약실무,신규공무원 역량향상 심화 과정,4,2024-06-26,2024-06-28,4.43,1425
법률(규정)해석,신규공무원 역량향상 심화 과정,4,2024-06-26,2024-06-28,4.41,1495
파워포인트 실습1,파워포인트 활용(초급) 과정,1,2024-06-28,2024-06-28,4.8125,216
파워포인트 실습2,파워포인트 활용(초급) 과정,1,2024-06-28,2024-06-28,4.805,232
국가재난관리 정책방향과 위기관리,재난안전 관리자 과정,1,2024-06-28,2024-06-28,4.5859,760
재난안전관리 리더십,재난안전 관리자 과정,1,2024-06-28,2024-06-28,4.5859,760
재난안전관리 우수사례 공유,재난안전 관리자 과정,1,2024-06-28,2024-06-28,4.5859,760
국가재난관리 정책방향과 위기관리,재난안전 관리자 과정,1,2024-06-28,2024-06-28,4.38,1587
재난안전관리 리더십,재난안전 관리자 과정,1,2024-06-28,2024-06-28,4.3225,1704
우수사례 발표 및 토론,재난안전 관리자 과정,1,2024-06-28,2024-06-28,4.28,1772
모의 면접 실습,면접관 양성 과정,1,2024-07-03,2024-07-05,5,1
면접기법 및 스킬(이론),면접관 양성 과정,1,2024-07-03,2024-07-05,4.9775,21
면접 질문 만들기,면접관 양성 과정,1,2024-07-03,2024-07-05,4.9775,21
면접관의 역할 및 자세,면접관 양성 과정,1,2024-07-03,2024-07-05,4.9775,21
면접관의 역할 및 자세(이론),면접관 양성 과정,1,2024-07-03,2024-07-05,4.9775,21
면접기법 및 스킬,면접관 양성 과정,1,2024-07-03,2024-07-05,4.9775,21
면접사례분석,면접관 양성 과정,1,2024-07-03,2024-07-05,4.9775,21
평가자 오류,면접관 양성 과정,1,2024-07-03,2024-07-05,4.9775,21
홍보 기획 및 스토리 보드 작성,1인 방송과 영상제작 과정,1,2024-07-03,2024-07-05,4.96,26
촬영 장비 사용법 및 촬영,1인 방송과 영상제작 과정,1,2024-07-03,2024-07-05,4.96,26
AI를 활용한 시나리오,1인 방송과 영상제작 과정,1,2024-07-03,2024-07-05,4.96,26
영상 편집,1인 방송과 영상제작 과정,1,2024-07-03,2024-07-05,4.96,26
홍보 영상 게시 및 활용,1인 방송과 영상제작 과정,1,2024-07-03,2024-07-05,4.96,26
저작권 알기와 자료 받기,1인 방송과 영상제작 과정,1,2024-07-03,2024-07-05,4.96,26
스마트폰 카메라 세팅,1인 방송과 영상제작 과정,1,2024-07-03,2024-07-05,4.9325,48
홍보플랫폼 안내 및 우수사례,1인 방송과 영상제작 과정,1,2024-07-03,2024-07-05,4.9225,55
인문학 힐링 콘서트,스트레스 치유 과정,1,2024-07-03,2024-07-05,4.93,57
아로마 테라피,스트레스 치유 과정,1,2024-07-03,2024-07-05,4.8825,113
홍보플랫폼 특징 및 홍보영상 활용 우수사례,1인 방송과 영상제작 과정,1,2024-07-03,2024-07-05,4.84,176
홍보영상 보정,1인 방송과 영상제작 과정,1,2024-07-03,2024-07-05,4.83,187
주요 홍보플랫폼의 활용,1인 방송과 영상제작 과정,1,2024-07-03,2024-07-05,4.8175,210
홍보 기획 및 스토리 보드 작성,1인 방송과 영상제작 과정,1,2024-07-03,2024-07-05,4.8175,210
홍보영상 제작 실행,1인 방송과 영상제작 과정,1,2024-07-03,2024-07-05,4.8175,210
매체별 효과적인 홍보방법,1인 방송과 영상제작 과정,1,2024-07-03,2024-07-05,4.8075,225
홍보영상 제작의 준비,1인 방송과 영상제작 과정,1,2024-07-03,2024-07-05,4.8075,225
저작권 유의 사항,1인 방송과 영상제작 과정,1,2024-07-03,2024-07-05,4.795,248
소통을 위한 대화기술 및 공감기법,재난관리 실무 과정,3,2024-07-03,2024-07-05,4.75,327
사례중심의 안전관리 체계의 이해 및 교훈,재난관리 실무 과정,3,2024-07-03,2024-07-05,4.75,327
재난위기관리 매뉴얼 및 재난관리 협업,재난관리 실무 과정,3,2024-07-03,2024-07-05,4.71,435
심폐소생술 및 응급처치,재난관리 실무 과정,3,2024-07-03,2024-07-05,4.6892,489
MBTI 분석 및 MBTI 유형에 따른 스트레스 치유방법,스트레스 치유 과정,1,2024-07-03,2024-07-05,4.655,592
소통을 위한 대화기술 및 공감기법,재난관리 실무 과정,3,2024-07-03,2024-07-05,4.6323,648
나를 위한 한의학적 건강관리,스트레스 치유 과정,1,2024-07-03,2024-07-05,4.625,691
재난관리체계의 이해,재난관리 실무 과정,3,2024-07-03,2024-07-05,4.6025,785
경남도의 재난안전 역량수준 및 역량강화 방안,재난관리 실무 과정,3,2024-07-03,2024-07-05,4.5717,794
국가재난시스템 및 선진재난관리기법,재난관리 실무 과정,3,2024-07-03,2024-07-05,4.5625,815
사회재난 사례 및 안전관리,재난관리 실무 과정,3,2024-07-03,2024-07-05,4.3784,1036
자연재난 사례 및 안전관리,재난관리 실무 과정,3,2024-07-03,2024-07-05,4.3176,1078
요가 및 스트레칭,스트레스 치유 과정,1,2024-07-03,2024-07-05,4.48,1247
가장 소중한 자신을 사랑하는 체험,스트레스 치유 과정,1,2024-07-03,2024-07-05,3.7125,1963
화합의 장(조직진단),소통과 공감 과정,3,2024-07-04,2024-07-05,4.6275,687
소통의 장(세대차이에 대한 인정과 소통),소통과 공감 과정,3,2024-07-04,2024-07-05,4.605,769
실천의 장(세대공감 및 실천방안 만들기),소통과 공감 과정,3,2024-07-04,2024-07-05,4.58,861
협업의 장(조직 내 공동목표 선정),소통과 공감 과정,3,2024-07-04,2024-07-05,4.56,933
마음 열기,소통과 공감 과정,3,2024-07-04,2024-07-05,4.54,1026
의사소통 및 조직관리 코칭,과장급 필수 역량향상 과정,2,2024-07-09,2024-07-12,4.8658,122
애자일 조직에서 부서장의 역할,과장급 필수 역량향상 과정,2,2024-07-09,2024-07-12,4.7975,239
조직성과 창출을 위한 리더십,과장급 필수 역량향상 과정,2,2024-07-09,2024-07-12,4.7975,239
언론과의 효과적 소통 및 대응,과장급 필수 역량향상 과정,2,2024-07-09,2024-07-12,4.7975,239
소통을 위한 대화의 기술과 공감 기법,과장급 필수 역량향상 과정,2,2024-07-09,2024-07-12,4.7975,239
조직 내·외 갈등해결 및 효율적 관리,과장급 필수 역량향상 과정,2,2024-07-09,2024-07-12,4.7975,239
비전만들기,과장급 필수 역량향상 과정,2,2024-07-09,2024-07-12,4.7975,239
신임과장으로서 비전 만들기,과장급 필수 역량향상 과정,2,2024-07-09,2024-07-12,4.7917,242
생성형 AI의 직무적용,과장급 필수 역량향상 과정,2,2024-07-09,2024-07-12,4.7778,276
리더들의 공감대 형성,과장급 필수 역량향상 과정,2,2024-07-09,2024-07-12,4.775,288
의사소통 및 조직관리 코칭,과장급 필수 역량향상 과정,2,2024-07-09,2024-07-12,4.775,288
스트레칭과 싱잉볼 명상,과장급 필수 역량향상 과정,2,2024-07-09,2024-07-12,4.7531,315
모의과제(서류함기법),과장급 필수 역량향상 과정,2,2024-07-09,2024-07-12,4.7525,322
이해충돌방지법 이해,과장급 필수 역량향상 과정,2,2024-07-09,2024-07-12,4.7525,322
애자일 조직에서 부서장의 역할,과장급 필수 역량향상 과정,2,2024-07-09,2024-07-12,4.7328,366
조직성과 창출을 위한 리더십,과장급 필수 역량향상 과정,2,2024-07-09,2024-07-12,4.7222,389
오피스 스트레칭,과장급 필수 역량향상 과정,2,2024-07-09,2024-07-12,4.7075,458
청렴교육,과장급 필수 역량향상 과정,2,2024-07-09,2024-07-12,4.6964,468
역량교육의 이해,과장급 필수 역량향상 과정,2,2024-07-09,2024-07-12,4.685,512
리더들의 공감대 형성,과장급 필수 역량향상 과정,2,2024-07-09,2024-07-12,4.6667,545
역량교육의 이해,과장급 필수 역량향상 과정,2,2024-07-09,2024-07-12,4.6618,568
모의과제 실습,과장급 필수 역량향상 과정,2,2024-07-09,2024-07-12,4.6111,697
언론과의 효과적 소통 및 대응,과장급 필수 역량향상 과정,2,2024-07-09,2024-07-12,4.5417,863
착각하기 쉬운 공공언어 -사례공유,공공언어 바르게 쓰기 과정,1,2024-07-10,2024-07-12,4.8846,101
바른 어휘 및 문장쓰기 실습,공공언어 바르게 쓰기 과정,1,2024-07-10,2024-07-12,4.8846,101
어문규범 1,공공언어 바르게 쓰기 과정,1,2024-07-10,2024-07-12,4.8462,154
공문서 작성법,공공언어 바르게 쓰기 과정,1,2024-07-10,2024-07-12,4.8462,154
어문규범 2,공공언어 바르게 쓰기 과정,1,2024-07-10,2024-07-12,4.8269,187
공공언어 개념과 특성 이해,공공언어 바르게 쓰기 과정,1,2024-07-10,2024-07-12,4.71,435
공공언어의 개념 및 특성,공공언어 바르게 쓰기 과정,1,2024-07-10,2024-07-12,4.6346,638
"호칭, 지칭, 경어 등 언어 예절",공공언어 바르게 쓰기 과정,1,2024-07-10,2024-07-12,4.6282,662
트라이포트 연계 물류산업 사례,트라이포트와 물류산업 과정,1,2024-07-10,2024-07-12,4.63,679
한글 어문규정 맞춤법 및 바른 어휘 쓰기,공공언어 바르게 쓰기 과정,1,2024-07-10,2024-07-12,4.62,716
소통과 세대 공감,공공언어 바르게 쓰기 과정,1,2024-07-10,2024-07-12,4.62,716
트라이포트 연계 물류지역 조성을 위한 방안,트라이포트와 물류산업 과정,1,2024-07-10,2024-07-12,4.5975,814
소통과 세대공감,공공언어 바르게 쓰기 과정,1,2024-07-10,2024-07-12,4.5577,823
공문서 쓰기 이해,공공언어 바르게 쓰기 과정,1,2024-07-10,2024-07-12,4.59,827
물류의 기본 설명 및 경남의 트라이포트 구축방향,트라이포트와 물류산업 과정,1,2024-07-10,2024-07-12,4.47,1295
문장 바로 쓰기,공공언어 바르게 쓰기 과정,1,2024-07-10,2024-07-12,4.44,1397
"외래어, 외국어, 한자어 우리말 다듬기",공공언어 바르게 쓰기 과정,1,2024-07-10,2024-07-12,4.425,1447
소통을 위한 대화의 기술과 공감 기법,트라이포트와 물류산업 과정,1,2024-07-10,2024-07-12,4.38,1587
"호칭어, 지칭어, 경어, 인사말 등 바른 언어 예절",공공언어 바르게 쓰기 과정,1,2024-07-10,2024-07-12,4.365,1622
"기안문, 공고문, 보도자료 작성 실습",공공언어 바르게 쓰기 과정,1,2024-07-10,2024-07-12,4.35,1647
소통을 위한 대화기술 및 공감기법,경남 일자리 과정,1,2024-07-11,2024-07-12,4.86,142
인플레이션시대의 자산관리,경남 일자리 과정,1,2024-07-11,2024-07-12,4.785,265
문화콘텐츠 산업 고용현황과 전망,경남 일자리 과정,1,2024-07-11,2024-07-12,4.7475,344
경남 일자리 발굴 및 실천 방안,경남 일자리 과정,1,2024-07-11,2024-07-12,4.71,435
경남의 일자리 현황과 변화,경남 일자리 과정,1,2024-07-11,2024-07-12,4.71,435
우수 일자리 정책 비교,경남 일자리 과정,1,2024-07-11,2024-07-12,4.71,435
바람직한 공직관 실천,신규 임용(후보)자 과정,7,2024-07-15,2024-08-02,4.5975,807
디지털·미래대응 교육 이해 및 실습,신규 임용(후보)자 과정,7,2024-07-15,2024-08-02,4.515,1118
공무원 연금제도의 이해,신규 임용(후보)자 과정,7,2024-07-15,2024-08-02,4.5025,1166
일반서무 업무 알아보기,신규 임용(후보)자 과정,7,2024-07-15,2024-08-02,4.4975,1197
생동감up 현장이야기(조직이야기),신규 임용(후보)자 과정,7,2024-07-15,2024-08-02,4.49,1216
차세대 지방재정관리 시스템,신규 임용(후보)자 과정,7,2024-07-15,2024-08-02,4.4875,1222
Open mind/팀빌딩,신규 임용(후보)자 과정,7,2024-07-15,2024-08-02,4.4775,1259
공직가치 액션러닝(골든타임 119),신규 임용(후보)자 과정,7,2024-07-15,2024-08-02,4.475,1265
성과중심 공직가치 함양,신규 임용(후보)자 과정,7,2024-07-15,2024-08-02,4.475,1269
법령체계와 법령해석 방법론,신규 임용(후보)자 과정,7,2024-07-15,2024-08-02,4.4725,1283
보도자료 작성실무,신규 임용(후보)자 과정,7,2024-07-15,2024-08-02,4.47,1292
경남의 도정과제 공유,신규 임용(후보)자 과정,7,2024-07-15,2024-08-02,4.4675,1301
세대공감 및 민원응대 역할연기,신규 임용(후보)자 과정,7,2024-07-15,2024-08-02,4.4675,1308
독도를 통한 올바른 역사인식,신규 임용(후보)자 과정,7,2024-07-15,2024-08-02,4.465,1312
청탁금지법의 이해,신규 임용(후보)자 과정,7,2024-07-15,2024-08-02,4.445,1383
보고서 작성 실습,신규 임용(후보)자 과정,7,2024-07-15,2024-08-02,4.4375,1404
역할연기 평가 및 공유,신규 임용(후보)자 과정,7,2024-07-15,2024-08-02,4.4325,1419
공무원 노사관계의 이해,신규 임용(후보)자 과정,7,2024-07-15,2024-08-02,4.425,1440
보고서 작성 및 기획역량 강화,신규 임용(후보)자 과정,7,2024-07-15,2024-08-02,4.4125,1491
성찰 및 비전 수립,신규 임용(후보)자 과정,7,2024-07-15,2024-08-02,4.4,1526
생동감up 현장이야기(민원응대),신규 임용(후보)자 과정,7,2024-07-15,2024-08-02,4.345,1664
온나라시스템,신규 임용(후보)자 과정,7,2024-07-15,2024-08-02,4.2925,1754
산림휴양문화시설 조성 및 운영,산림정책 실무 과정,1,2024-07-17,2024-07-19,4.865,136
건강관리 노하우,인생 2모작 준비 과정,1,2024-07-17,2024-07-19,4.8214,196
e호조 지출·회계 실무,신규공무원 역량향상 심화 과정,5,2024-07-17,2024-07-19,4.7721,290
알기쉬운 세무상식 절세전략,인생 2모작 준비 과정,1,2024-07-17,2024-07-19,4.7662,300
엑셀실무,신규공무원 역량향상 심화 과정,5,2024-07-17,2024-07-19,4.7429,343
건강관리 노하우,인생 2모작 준비 과정,1,2024-07-17,2024-07-19,4.74,354
한글실무,신규공무원 역량향상 심화 과정,5,2024-07-17,2024-07-19,4.7357,355
경남 산림정책 방향과 미래,산림정책 실무 과정,1,2024-07-17,2024-07-19,4.73,376
차세대 지방재정관리 시스템 사용실무,예산회계 실무 과정,2,2024-07-17,2024-07-19,4.7225,398
